HPO,UMLS
0002067,C0233565
0002068,C4025729
0002069,C0494475
0002070,C0750937
0002071,C0015371
0002072,C0008489
0002073,C0393525
0002074,C4020857
0002075,C0234979
0002076,C0149931
0002077,C0154723
0002078,C0427190
0002079,C0344482
0002080,C0234376
0002083,C0338480
0002084,C0014065
0002085,C0014067
0002086,C4018871
0002087,C4025727
0002088,C0024115
0002089,C0265783
0002090,C0032285
0002091,C0085581
0002092,C0020542
0002093,C0035229
0002094,C0013404
0002097,C0034067
0002098,C0013404
0002099,C0004096
0002100,C0747651
0002101,C0685695
0002102,C0032231
0002103,C4025726
0002104,C0003578
0002105,C0019079
0002107,C0032326
0002108,C0149781
0002109,NA
0002110,C0006267
0002111,NA
0002113,C0235896
0002118,C4025724
0002119,C3278923
0002120,C0235946
0002121,C0014553
0002123,C0014550
0002126,C0266464
0002127,C4025723
0002131,C1720189
0002132,C4082173
0002133,C0038220
0002134,C0004782
0002135,C1389280
0002136,C0856863
0002138,C0038525
0002139,C0078982
0002140,C0948008
0002141,C1836150
0002143,C0037928
0002144,C0080218
0002145,C0338451
0002148,C0085682
0002149,C0740394
0002150,C0020438
0002151,C1836440
0002152,C0267988
0002153,C0020461
0002154,C0268559
0002155,C1522137
0002156,C0019880
0002157,C0242528
0002159,C1854827
0002160,C3806347
0002161,C0268553
0002162,C1855728
0002164,C1834405
0002165,C0406438
0002166,C1849134
0002167,C0037822
0002168,C0278184
0002169,C0009024
0002170,C0151699
0002171,C0017639
0002172,C1843921
0002173,C0877056
0002174,C0234378
0002176,C0037926
0002179,C0151818
0002180,C0027746
0002181,C0006114
0002183,C0751466
0002185,C0085400
0002186,C0003635
0002187,C0020796
0002188,C4021758
0002189,C0694563
0002190,C0338597
0002191,C1859520
0002193,C4025720
0002194,C1837658
0002195,C4025719
0002196,C0037928
0002197,C0234533
0002198,C1847117
0002199,C1855841
0002200,C1838579
0002202,C0032227
0002203,C0035232
0002204,C0034065
0002205,C3806482
0002206,C0034069
0002207,C1843428
0002208,C0277959
0002209,C1857042
0002211,C0344312
0002212,C0558165
0002213,C0423867
0002215,C1858574
0002216,C0263498
0002217,C1832348
0002218,C1836576
0002219,C1851400
0002220,C1843390
0002221,C1859392
0002223,C0431448
0002224,C0343073
0002225,C1858573
0002226,C1836737
0002227,C1836736
0002229,NA
0002230,C1849211
0002231,C1862863
0002232,C0002171
0002234,C4025718
0002235,C1860608
0002236,C1185616
0002239,C0017181
0002240,C0019209
0002242,C0021831
0002243,C0033680
0002244,C4025717
0002245,C0025037
0002246,C4025716
0002247,C0266174
0002248,C0018926
0002249,C0025222
0002250,C4025715
0002251,C0019569
0002253,C0012811
0002254,C0239181
0002256,C0267498
0002257,C0008711
0002263,C1850629
0002265,C3808403
0002266,C0752323
0002267,C0234166
0002268,C0393588
0002269,C1837249
0002270,C4025714
0002271,NA
0002273,C0270790
0002275,C1848453
0002277,C0019937
0002280,C1853377
0002281,NA
0002282,C0008519
0002283,C0241816
0002286,C0239801
0002287,C1851885
0002289,C0263505
0002290,C0221262
0002292,C1864584
0002293,C0002170
0002296,C1857048
0002297,C0239803
0002298,C0574763
0002299,C0263490
0002300,C0026884
0002301,C0018991
0002304,C0085623
0002305,C0004158
0002307,C0013132
0002308,C0003803
0002310,C0152115
0002311,C0520966
0002312,C0233844
0002313,C0037771
0002314,C1846566
0002315,C0018681
0002317,C0231686
0002318,C0149645
0002321,C0012833
0002322,C0234379
0002323,C0002902
0002324,C0020225
0002326,C0917805
0002329,C0013144
0002330,C4025713
0002331,C1854337
0002332,C1845337
0002333,C1866284
0002334,C4025712
0002335,C0431399
0002339,C4025711
0002340,C1858116
0002341,C0852866
0002342,C0026351
0002343,C0020258
0002344,C1854838
0002345,C0234376
0002346,C0239882
0002349,C0234974
0002350,C1847762
0002352,C0270612
0002353,C0151611
0002354,C0233794
0002355,C0311394
0002356,C0154676
0002357,C0973461
0002359,C0850703
0002360,C0037317
0002361,C1836842
0002362,C0231688
0002363,C1850601
0002365,C1842688
0002366,C1865412
0002367,C0233763
0002370,C0563243
0002371,C0542223
0002372,C1843146
0002373,C0009952
0002374,C4025710
0002375,C0086439
0002376,C1836550
0002377,NA
0002378,C0239842
0002380,C0015644
0002381,C0003537
0002383,C0014038
0002384,C0149958
0002385,C0221166
0002389,C1840380
0002390,C0348023
0002392,C4021757
0002395,C1836696
0002396,C0151564
0002398,C1843505
0002401,C1857287
0002403,C0240914
0002404,C4021756
0002406,C1854489
0002408,C0917804
0002410,C2936786
0002411,C0684219
0002414,C0080178
0002415,C0023520
0002416,C1833431
0002418,C4021755
0002419,C1865060
0002421,C1836038
0002423,C1865903
0002425,C0234517
0002427,C0003550
0002435,C0025299
0002436,C1848652
0002438,C4025708
0002439,C1836151
0002442,C1411876
0002444,C0342418
0002445,C0034372
0002446,C3887640
0002448,C1838578
0002450,C4025707
0002451,C0751093
0002453,C4025706
0002454,C4025705
0002457,C0476217
0002459,NA
0002460,C0427065
0002461,C1859273
0002463,C0023015
0002464,C0454596
0002465,C1848207
0002470,C1845029
0002472,C1837503
0002474,C0454641
0002475,C0025312
0002476,C1838319
0002478,C1859736
0002480,C0019151
0002483,C1856507
0002486,C0027125
0002487,C0037763
0002488,C0085669
0002490,C1167918
0002491,C1853404
0002492,C4020852
0002493,C1504405
0002494,C0392188
0002495,C1295585
0002497,C1849156
0002500,C0948163
0002501,C1853398
0002503,C1866751
0002504,C4025703
0002505,C1836843
0002506,C0598275
0002507,C0751617
0002508,C1855677
0002509,C1838391
0002510,C0426970
0002511,C0002395
0002512,C0270680
0002514,C0270685
0002515,C0231712
0002516,C0151740
0002518,C2673431
0002519,C0233773
0002521,C0684276
0002522,C1856694
0002524,C0007384
0002526,C4025702
0002527,C0085639
0002528,C0333454
0002529,C1850496
0002530,C1836149
0002533,C0231471
0002536,C1856019
0002538,C4025701
0002539,C0431380
0002540,C0560046
0002542,C0028968
0002544,C3887667
0002545,C1857638
0002546,C1838027
0002548,C1846868
0002549,C1847609
0002550,C1848192
0002552,C4020850
0002553,C1868571
0002555,C1859391
0002557,C0432355
0002558,C0266011
0002561,C0425795
0002562,C1836933
0002563,C0031048
0002564,NA
0002566,C0221210
0002570,C0038238
0002571,C0014848
0002572,C1838993
0002573,C0018932
0002574,C0262527
0002575,C0040588
0002576,C0021933
0002577,C4025699
0002578,C0152020
0002579,C1836923
0002580,C0042961
0002582,C0017154
0002583,C0009319
0002584,C0267373
0002585,C4025698
0002586,C0031154
0002587,C0221151
0002588,C0013295
0002589,C4025697
0002590,C0030446
0002591,C0020505
0002592,C0038358
0002593,C0024215
0002594,C0266267
0002595,C1258215
0002597,C0241657
0002599,C1608410
0002600,C1834696
0002601,C4025696
0002604,C1619711
0002605,C0151798
0002607,C0015732
0002608,C0007570
0002611,C0860204
0002612,C0009714
0002613,C0008312
0002614,C0546389
0002615,C0020649
0002616,C0238669
0002617,C0002940
0002619,C0042345
0002621,C0004153
0002622,NA
0002623,C0011818
0002624,C0241665
0002625,C0149871
0002626,C1857692
0002627,C4025695
0002629,C0744321
0002630,C0554103
0002631,NA
0002632,C1866500
0002633,C0042384
0002634,C0003850
0002635,C0004153
0002636,C4025694
0002637,C0007786
0002638,C1510431
0002639,C0856761
0002640,C4025693
0002641,C1849749
0002642,C1857693
0002643,C0852283
0002644,C4020847
0002645,C0222716
0002647,C0340643
0002648,C4025692
0002650,C0037932
0002651,C0432211
0002652,C0029422
0002653,C0151825
0002654,C0026760
0002655,C0038015
0002656,C0392476
0002657,C0700635
0002659,C1390474
0002661,C1837602
0002663,C1865200
0002664,C0006826
0002665,C0024299
0002666,C0031511
0002667,C0027708
0002668,C0030421
0002669,C0029463
0002671,C0007117
0002672,C0151544
0002673,C0239137
0002676,C1860050
0002677,C1535953
0002678,C0424690
0002679,C4021754
0002680,C1854718
0002681,C1846437
0002682,C0424693
0002683,C4025691
0002684,C1858452
0002686,C4025690
0002687,C4025689
0002688,C1855669
0002689,C1857131
0002690,C1843677
0002691,C0032209
0002692,C1846438
0002693,C4025688
0002694,C1851714
0002695,C1865045
0002696,C4021834
0002697,C0222706
0002699,C4025687
0002700,C1844508
0002703,C4025686
0002705,C1837404
0002707,C1857699
0002708,C1845108
0002710,C0399605
0002711,C1845109
0002714,C1866195
0002715,C4021753
0002716,C0497156
0002717,C4025685
0002718,C1844383
0002719,C0239998
0002720,C0162538
0002721,C0021051
0002722,C4025684
0002723,C1844385
0002724,C4021752
0002725,C0024141
0002726,C2673462
0002728,C0006845
0002729,C4014733
0002730,C1858970
0002731,C1858969
0002732,C1865377
0002733,C0149727
0002737,C1839507
0002738,C1859682
0002740,C0014836
0002741,C4025682
0002742,C4021751
0002743,C4025681
0002744,C1398522
0002745,C0023532
0002747,C3806467
0002748,C0035579
0002749,C0029442
0002750,C0541764
0002751,C0575158
0002752,C1833324
0002753,C1833325
0002754,C0029443
0002755,NA
0002756,C0016663
0002757,C0016655
0002758,C0029408
0002761,C1836308
0002762,C0015306
0002763,C4025680
0002764,C4025679
0002766,C3277114
0002773,NA
0002777,C0040583
0002778,C0040580
0002779,C0948187
0002780,C0264353
0002781,C0740852
0002783,C0149725
0002786,C0340231
0002787,C0264324
0002788,C0581381
0002789,C0231835
0002790,C3806216
0002791,C0235063
0002792,C0476408
0002793,C1837388
0002795,C4025677
0002797,C0221204
0002803,C0332878
0002804,C0003886
0002805,C1860825
0002808,C0022821
0002810,C3277123
0002812,C0239138
0002813,C4082761
0002814,C1096086
0002815,C4025676
0002816,C0546964
0002817,C4020900
0002818,C4025675
0002821,C0003892
0002822,C3277120
0002823,C4021750
0002825,C3277117
0002826,C3277119
0002827,C0019554
0002828,C0158118
0002829,C0003862
0002831,C3277116
0002832,C1849993
0002833,C4021749
0002834,C4025674
0002835,C0700198
0002836,C0005689
0002837,C0741796
0002839,C1843663
0002840,C0024205
0002841,C1844384
0002842,C4025673
0002843,C1855752
0002845,NA
0002846,C4021748
0002847,C4025672
0002848,C4021747
0002849,C1847383
0002850,C0239989
0002851,C1858973
0002853,C1858974
0002857,C0576093
0002858,C0025286
0002859,C0035412
0002860,C0007137
0002861,C0025202
0002862,C0699885
0002863,C1851971
0002864,C1333944
0002865,C0238462
0002866,C1865027
0002867,C4021746
0002868,C1836688
0002869,C1865841
0002870,C0520679
0002871,C0520680
0002872,C3806462
0002875,C0231807
0002876,C3806218
0002877,C1843643
0002878,C1145670
0002879,C1857101
0002880,NA
0002882,C4025671
0002883,C0020578
0002884,C0206624
0002885,C0025149
0002886,C0474819
0002888,C0014474
0002890,C0549473
0002891,C0280631
0002893,C0032000
0002894,C0030297
0002895,C0238463
0002896,C0023903
0002897,C0262587
0002898,C0027654
0002900,C0020621
0002901,C0020598
0002902,C0020625
0002904,C0311468
0002905,C0085681
0002907,C0239937
0002908,C0268307
0002909,C1847868
0002910,C0086565
0002912,C0268583
0002913,C0027080
0002914,C1846352
0002916,C4025670
0002917,C0151723
0002918,C0151714
0002919,C0162275
0002920,C4025669
0002921,C0151583
0002922,C1806780
0002923,C0151379
0002924,NA
0002925,C0586553
0002926,C0857576
0002927,C0268642
0002928,C1839888
0002929,C4025668
0002930,C2940786
0002932,C1291266
0002933,C0019326
0002936,C1847584
0002937,C0265677
0002938,C1184923
0002942,C1184919
0002943,C1857790
0002944,C0749379
0002945,C0263870
0002946,C0265681
0002947,C0575170
0002948,C1835763
0002949,C3887527
0002951,C4025667
0002953,C0262431
0002955,C0521173
0002958,C1844666
0002959,C1842528
0002960,C0004364
0002961,C0013374
0002963,C1833172
0002965,C1855781
0002967,C0158465
0002970,C0544755
0002971,C1833173
0002972,C1843386
0002973,C4025666
0002974,C0158761
0002977,C4025665
0002979,C0544755
0002980,C1859461
0002981,C4021832
0002982,C1837081
0002983,C0025995
0002984,C0685381
0002986,C1859399
0002987,C0409338
0002990,C1836186
0002991,C4025664
0002992,C4025663
0002996,C1849955
0002997,C4025662
0002999,C1135812
0003001,C0017671
0003002,C0678222
0003003,C0007102
0003005,C0017075
0003006,C0027819
0003009,C4025661
0003010,C0151529
0003011,C4021745
0003013,C1833329
0003015,C1850135
0003016,C1849039
0003019,C4021744
0003020,C1838663
0003021,C1837082
0003022,C1860614
0003023,C1850178
0003025,C1838662
0003026,C1854912
0003027,C0549306
0003028,C4025660
0003029,C1838664
0003031,C1865847
0003034,C0011989
0003037,C1859111
0003038,C1832119
0003040,C0022408
0003041,C1863360
0003042,C1403299
0003043,C4025659
0003044,C0409336
0003045,C4021743
0003048,C0149977
0003049,C0231678
0003051,C1855544
0003053,C1854786
0003057,C2931216
0003059,C4025658
0003063,C4021742
0003065,C1840068
0003066,C1844690
0003067,C0152441
0003068,C1851419
0003070,C0409477
0003071,C1857527
0003072,C0020437
0003073,C0239981
0003074,C0020456
0003075,C0020639
0003076,C0017979
0003077,C0020473
0003079,C1968564
0003080,C0948585
0003081,C1846351
0003083,C0265563
0003084,C0240231
0003085,C1848109
0003086,C1864365
0003088,C1835121
0003089,C0410266
0003090,C1839254
0003091,C4025657
0003093,C3553368
0003095,C0003869
0003097,C0345375
0003099,C1864298
0003100,C1833144
0003102,C1855478
0003103,C4021741
0003105,C1851418
0003106,C1848541
0003107,C4025656
0003108,C0341706
0003109,C0268079
0003110,C4025655
0003111,C1704431
0003112,C4025653
0003113,C0085680
0003114,NA
0003115,C0522055
0003116,C0476369
0003117,C4025652
0003118,C0001622
0003119,C0242339
0003121,C1969879
0003124,C0020443
0003125,C3494187
0003126,C1839606
0003127,C0020599
0003128,C0001125
0003130,C4025648
0003131,C0010691
0003133,C4025647
0003134,C4020690
0003137,C0268534
0003138,C0151539
0003139,C1328587
0003140,C4025646
0003141,C0020445
0003142,C4025645
0003144,C0877243
0003145,C1848556
0003146,C0151718
0003148,C1839866
0003149,C0948643
0003150,C0268594
0003152,NA
0003153,C0220993
0003154,C4021740
0003155,C0750857
0003158,C0232831
0003159,C0020500
0003160,C2749688
0003161,C1848678
0003162,C0271708
0003163,C1848702
0003164,C4025644
0003165,C0857973
0003166,C3806447
0003167,C3495558
0003168,C4025643
0003170,C4021739
0003172,C4021738
0003173,C1865030
0003174,C0685661
0003175,C1859447
0003177,C1838186
0003179,C0409495
0003180,C1837485
0003182,C1854910
0003183,C1857190
0003184,C1836589
0003185,C1866689
0003186,C0269269
0003187,C0266013
0003189,C1839798
0003191,C1844537
0003193,C0847614
0003194,C1854689
0003196,C0426414
0003198,C0026848
0003199,C1837108
0003200,C3275417
0003201,C0035410
0003202,C0234958
0003203,C4280805
0003204,C4025642
0003205,C1836852
0003206,C1844394
0003207,C1168153
0003208,C1836851
0003209,C4025641
0003210,C1848579
0003212,C0236175
0003213,C4025640
0003214,C4025639
0003215,C1856432
0003216,C1862968
0003217,C1839533
0003218,C0268128
0003219,C1865353
0003220,C0376628
0003221,C4021737
0003223,C4021736
0003224,C1857707
0003225,C0015499
0003226,C1850447
0003228,C0020488
0003231,C1879362
0003232,C1856697
0003233,C0151691
0003234,C1142132
0003235,C0268621
0003236,C0151576
0003237,C1858977
0003238,C4025638
0003239,C0268412
0003240,C4025637
0003241,C1855333
0003244,C1691215
0003246,C1852407
0003247,C1851722
0003248,C1860268
0003249,C0151281
0003250,C0220763
0003251,C0021364
0003252,C1848653
0003254,C4021848
0003256,C0005779
0003258,C3279658
0003259,C0700225
0003260,C0268531
0003261,C0239984
0003262,C0241185
0003264,C0020725
0003265,C0857007
0003267,C4020845
0003268,C4025635
0003269,C0205711
0003270,C0000731
0003271,C0042782
0003272,C4021735
0003273,C0409354
0003274,C1846442
0003275,C1848103
0003276,C1844689
0003277,C1854785
0003278,C1849953
0003279,C1860826
0003281,C0241013
0003282,C1860130
0003286,C0268618
0003287,C4021734
0003288,C4025634
0003292,C1837802
0003295,NA
0003296,C2673931
0003297,C4021733
0003298,C0080174
0003300,C1855665
0003301,C1842153
0003302,C0038016
0003304,C0038018
0003305,C1844753
0003306,C1858025
0003307,C0024003
0003308,C1846798
0003309,C1868556
0003310,C1864794
0003311,C1846439
0003312,C1839326
0003316,C1844752
0003318,C0574967
0003319,C1852464
0003320,C1848446
0003321,C1833753
0003323,C0240421
0003324,C0746674
0003325,C1858127
0003326,C0231528
0003327,C1843697
0003328,C4025632
0003329,C4025631
0003330,C4025630
0003332,C3277126
0003333,C2673361
0003334,C4025629
0003335,NA
0003336,C4025628
0003337,C4021732
0003338,C4025627
0003339,C4021731
0003340,NA
0003341,C4021730
0003343,C0398746
0003344,C3151952
0003345,C4025626
0003347,C4025625
0003348,C0268630
0003349,C1843371
0003351,C1845206
0003352,C4025624
0003353,C0268579
0003354,C1848861
0003355,C0238621
0003357,C1857652
0003358,C4025623
0003359,C1848958
0003361,C0268472
0003362,C4021729
0003363,C0037221
0003365,C0019559
0003366,C4025622
0003367,C4025621
0003368,C4025620
0003370,C1842155
0003371,C1859697
0003375,C0566888
0003376,C0427149
0003378,C1968790
0003380,C1858285
0003382,C1832776
0003383,C1847906
0003384,C4025619
0003387,C1859606
0003388,C0424585
0003390,C1842587
0003391,C0234182
0003392,C1832277
0003393,C1864715
0003394,C0026821
0003396,C0039144
0003397,C1853950
0003398,C4020842
0003400,C1866637
0003401,C0030554
0003402,C1853952
0003403,C4020841
0003405,C1865417
0003406,C1851414
0003409,C1836527
0003411,C1836320
0003413,C4025617
0003414,C0263905
0003416,C1861329
0003417,C1834954
0003418,C0004604
0003419,C0024031
0003421,NA
0003422,C0432163
0003423,C1859335
0003426,C1832278
0003427,C1832276
0003429,C0544820
0003431,C1858729
0003434,C1843859
0003435,C1832279
0003436,C1864238
0003438,C0558845
0003440,C1850558
0003443,C4025615
0003444,C4025614
0003445,C4021727
0003447,C1832338
0003448,C1849148
0003449,C1861675
0003450,C1854454
0003451,C4025613
0003452,C0151900
0003453,C1858981
0003454,C1858980
0003455,C1859241
0003456,C1864105
0003457,C0476403
0003458,C4021726
0003459,C4025612
0003460,C4025611
0003461,C1836533
0003462,C1840013
0003463,C1859828
0003464,NA
0003465,C1840014
0003466,C1968855
0003467,C0410653
0003468,C0158775
0003469,C4025610
0003470,C0522224
0003472,C0151940
0003473,C0947912
0003474,C0020580
0003477,C0270921
0003481,C1843077
0003482,C4025609
0003484,C1698196
0003487,C0034935
0003489,C1867971
0003490,NA
0003491,C4025607
0003492,C4025606
0003493,C0151480
0003494,NA
0003495,C1848920
0003496,C1839972
0003498,C0878659
0003502,C3150077
0003508,C0878660
0003510,C0013336
0003513,C4025605
0003514,C1844390
0003517,C1839271
0003521,C1846435
0003524,C1848580
0003526,C3278626
0003527,C1866498
0003528,C1868394
0003529,C4025604
0003530,C4025603
0003532,C4025602
0003533,C4025601
0003534,C0268118
0003535,C3696376
0003536,C1853903
0003537,C0221333
0003538,C2673363
0003540,C1855853
0003541,C4025598
0003542,C1849488
0003546,C0424551
0003547,C0427063
0003548,C4025597
0003549,C4025596
0003550,C1835228
0003551,C0239067
0003552,C0221170
0003553,NA
0003554,C1864580
0003555,C1836057
0003557,C1843700
0003558,C4025595
0003559,C1853701
0003560,C0026850
0003561,C1855650
0003562,C3277127
0003563,C0020597
0003564,C1839785
0003565,C0151632
0003566,C3150358
0003568,C1291611
0003570,C0268119
0003571,C0268579
0003572,C1839532
0003573,C0741494
0003574,C4025594
0003575,C4025593
0003577,C1836142
0003581,C1853562
0003584,C4025592
0003587,C0332164
0003593,C1848924
0003596,C1969363
0003606,C4025591
0003607,C1848680
0003609,C4025590
0003610,C1835008
0003612,C4025589
0003613,C4019436
0003614,C0342739
0003616,C1849316
0003621,C4025588
0003623,C1855106
0003634,C0432185
0003635,C1837764
0003637,C4025587
0003639,C1868393
0003640,C1843373
0003641,C0019048
0003642,C1837899
0003643,C0268624
0003645,C0240671
0003646,C1839865
