HPO,UMLS
0005216,C0239043
0005217,C4025234
0005218,C1835798
0005219,C4021641
0005220,C4025233
0005222,C1394691
0005223,C1850328
0005224,C0149770
0005225,C1142262
0005227,C1868071
0005229,C4025232
0005230,C0400979
0005231,C0085695
0005232,C4019084
0005233,C0345282
0005234,C0859974
0005235,C0266175
0005236,C4025231
0005237,C4025230
0005238,C4025229
0005240,C0239296
0005241,C0345240
0005242,C0005411
0005243,C4025228
0005244,C3152231
0005245,C4021640
0005246,C0017155
0005247,C3279407
0005248,C1855284
0005249,C3639956
0005250,C4025227
0005253,C1848760
0005254,C1845576
0005255,C1868158
0005256,C4021639
0005257,C1837482
0005258,C4025226
0005259,C1861517
0005261,C0018924
0005262,C4025225
0005263,C0017152
0005264,C0266249
0005265,C4025224
0005266,C0021846
0005267,C1851808
0005268,C0000786
0005272,C1866487
0005273,C4021638
0005274,C1856118
0005275,C1855616
0005278,C1844731
0005280,C1836542
0005281,C1865597
0005285,C1837888
0005288,C4021637
0005289,C4025223
0005290,C1855736
0005291,C4025222
0005292,C1968633
0005293,C0042485
0005294,C0002949
0005295,C0345088
0005296,NA
0005297,C1867457
0005298,NA
0005299,NA
0005300,C4025219
0005301,C0265931
0005302,C1303076
0005303,C1969291
0005304,C1970501
0005305,C0151945
0005306,C0206733
0005307,C1850438
0005308,C1867424
0005309,NA
0005310,C4025218
0005311,C1970630
0005312,C4025217
0005313,C0016052
0005314,C1847886
0005315,NA
0005316,C1848877
0005317,C1867423
0005318,C0238051
0005320,C3277426
0005321,C0242387
0005322,C4025216
0005323,C0016719
0005324,C4025215
0005325,C1857455
0005326,C1856886
0005327,C1852476
0005328,C1857710
0005329,C1855353
0005332,C1857011
0005335,C4025214
0005336,C1969673
0005338,C1857206
0005339,C4025213
0005340,C1836904
0005341,C4025212
0005343,C1855335
0005344,C4025211
0005345,C4025210
0005346,C4025209
0005347,C1863363
0005348,C0677600
0005349,C1396772
0005352,C4025208
0005353,C4025207
0005354,C1849426
0005356,C1970257
0005357,C1859624
0005359,C0685894
0005360,C1855205
0005363,C4025206
0005364,NA
0005365,C1863715
0005366,C2169794
0005368,C3150510
0005369,C1969222
0005372,C1849242
0005374,C1855204
0005375,NA
0005376,C4025204
0005379,NA
0005381,C1970263
0005384,C1846551
0005386,C4025202
0005387,C0494261
0005389,C1969220
0005390,C1832324
0005396,C1852539
0005397,NA
0005400,C4025201
0005401,C1860128
0005402,NA
0005403,C2931322
0005404,C1858972
0005406,C1835686
0005407,C1839304
0005409,NA
0005411,C4020823
0005413,C1167806
0005415,C1839305
0005416,C4021636
0005419,C1846550
0005420,C4025198
0005421,C1837512
0005422,C4025197
0005423,C1839458
0005424,C1863246
0005425,C1846546
0005428,C1833487
0005429,C4025196
0005430,C3151083
0005432,C0272238
0005435,C1860127
0005437,C1844909
0005439,C1848908
0005441,C4025195
0005442,C1856778
0005445,C1855889
0005446,C4038738
0005449,C1866959
0005450,C1855657
0005451,C1835442
0005453,C1856639
0005456,C4025194
0005458,C0010278
0005461,C1867114
0005462,C1397139
0005463,C1863311
0005464,C1845805
0005465,C1857501
0005466,C1845147
0005469,C1837402
0005472,C4025192
0005473,C1862068
0005474,C1833762
0005476,C1856779
0005477,C1835470
0005478,C1969404
0005479,C0860904
0005482,C4025191
0005483,C4025190
0005484,C1847514
0005486,C0456133
0005487,C1857949
0005490,C1854417
0005494,C1839126
0005495,C4025189
0005498,C1855690
0005502,C1849478
0005505,C0002893
0005506,C0023473
0005507,C3539063
0005508,C0024419
0005510,C4082199
0005511,C0700299
0005512,C4025188
0005513,C4025187
0005517,C4025186
0005518,C0855791
0005520,C1862184
0005521,C0012739
0005522,C0272027
0005523,C0024314
0005524,C4025185
0005525,C4025184
0005526,C0023448
0005527,C0272340
0005528,C1855710
0005531,C0023464
0005532,C4025183
0005534,C1834582
0005535,C4025182
0005537,C1096368
0005539,C4025181
0005540,C4021635
0005541,C1853118
0005542,C0151563
0005543,C0398625
0005546,C1858628
0005547,C0027022
0005548,C1858312
0005549,C1853118
0005550,C0023434
0005556,C4025180
0005557,C4025179
0005558,C1279296
0005559,C4025178
0005560,C4025177
0005561,C0005956
0005562,C0431718
0005563,C1841994
0005564,C1849765
0005565,C3807131
0005567,C1835171
0005571,C1968910
0005572,C1968899
0005574,C4025176
0005575,C0019061
0005576,C1969372
0005579,C1846349
0005580,C1839269
0005583,C1968618
0005584,C0007134
0005585,C3806179
0005586,C3805877
0005587,C1834424
0005588,C4021633
0005590,C3806178
0005592,C3806221
0005593,C3806616
0005595,C1969913
0005597,C4025175
0005598,C4021632
0005599,C3278401
0005600,C1842036
0005602,C3806428
0005603,C3806415
0005605,C4025174
0005606,C3805692
0005607,C4021631
0005608,C1846422
0005609,C0232769
0005612,C4025173
0005613,C1851310
0005616,C0545053
0005617,C4021830
0005619,C1855418
0005620,C4025172
0005621,C4025171
0005622,C4021630
0005623,C4021629
0005625,C4025170
0005626,C4025169
0005627,C0220664
0005632,C1408532
0005638,C4025168
0005639,C1856877
0005640,C4025167
0005643,C4021628
0005645,C0410607
0005648,C4025166
0005650,C4025165
0005652,C4025164
0005653,C4025163
0005655,C4025162
0005656,C4025161
0005659,C4015465
0005661,C0152491
0005665,C4025160
0005667,C2919848
0005671,C4025159
0005676,C4025158
0005678,C4025157
0005679,C0013312
0005680,C4025156
0005681,C3714757
0005682,C4025155
0005684,C0265213
0005686,C1855845
0005687,C4025154
0005688,C4025153
0005689,C4025152
0005692,C3553764
0005694,C3152021
0005696,C3887487
0005700,C4025151
0005701,C0014084
0005707,C4021627
0005709,C0432040
0005715,C4025150
0005716,C4021626
0005720,C4025149
0005722,C4025148
0005723,C4025147
0005725,C2931238
0005726,C4025146
0005731,C4025145
0005733,C4021625
0005736,C1850259
0005739,C3149878
0005743,C0023234
0005744,NA
0005745,C4025144
0005746,C4021624
0005747,C4025143
0005750,C1859523
0005752,C4025142
0005756,C4021623
0005758,C0032209
0005759,C4025141
0005764,C0162323
0005765,C0521556
0005766,C3806516
0005767,C4025140
0005768,C4021622
0005769,C4025139
0005772,C1969181
0005773,C1855299
0005775,C4025138
0005776,C4025137
0005780,C4021621
0005781,C1859698
0005787,C4025136
0005788,C4025135
0005789,C1843331
0005790,C4025134
0005791,C4025133
0005792,C1832117
0005793,C4025132
0005794,NA
0005798,C1867398
0005802,C4025130
0005807,C1861339
0005815,C0345397
0005817,C4021824
0005819,C1846950
0005820,C4025129
0005824,C4021620
0005825,C4025128
0005828,C3805920
0005829,C3149879
0005830,C1406835
0005831,C1862112
0005832,C1859444
0005833,NA
0005834,NA
0005837,NA
0005841,C1859135
0005844,C4025126
0005848,NA
0005849,C4025125
0005850,C0152237
0005852,C4025124
0005853,C4025123
0005855,C1853171
0005856,C4021619
0005857,C0266501
0005863,C1862102
0005864,C0033785
0005866,C4025122
0005867,C1859768
0005868,C4025121
0005871,C0265290
0005872,C1847408
0005873,C4021618
0005875,C4025120
0005876,C3279322
0005877,C4025119
0005878,C4025118
0005879,C1393871
0005880,C4025117
0005881,C0410648
0005882,C4025116
0005885,C4025115
0005886,C4025114
0005890,C1840404
0005891,C3152020
0005892,C4025113
0005894,C4025112
0005895,C4025111
0005897,C1859443
0005899,C0265290
0005900,C3276324
0005901,NA
0005905,C3151523
0005906,C4021617
0005910,C4021616
0005912,C0005411
0005913,C4025110
0005914,C1836192
0005916,C4021615
0005917,C0545617
0005918,C4021614
0005920,C4021613
0005921,NA
0005922,C4025109
0005923,C4025108
0005924,C4025107
0005925,C4025106
0005926,C4025105
0005927,C4021612
0005928,C4025104
0005929,C4025103
0005930,C4021611
0005932,C4025102
0005934,C4025101
0005938,C4025100
0005939,C4025099
0005941,C4025098
0005942,C0238378
0005943,C0162297
0005944,C4021610
0005945,C0264306
0005946,C4025097
0005947,C3806286
0005948,C1384901
0005949,C3807980
0005950,C0281890
0005951,C4025096
0005952,C0235063
0005954,C0340548
0005956,C3805994
0005957,C3808046
0005959,C3279336
0005961,C1859735
0005964,C1837639
0005967,C1840372
0005968,C1820737
0005972,C0001127
0005973,C0016751
0005974,C1859860
0005976,C1865880
0005977,C0740895
0005978,C0011860
0005979,C1854704
0005982,C0751434
0005984,C0740927
0005986,C0151315
0005987,C0342208
0005988,C0079352
0005989,C1840319
0005990,C0151516
0005991,C1864449
0005994,C0018023
0005995,C1837763
0005997,C1867006
0005999,C0266320
0006000,C0041956
0006006,C1843228
0006008,C1868164
0006009,C1855185
0006011,C4025093
0006012,C1850159
0006014,C1860111
0006016,C4021609
0006019,C1861396
0006026,C1850632
0006028,C1855171
0006035,C1857005
0006040,C1861531
0006042,C1861373
0006045,C1849740
0006048,C1865254
0006051,C1834347
0006055,C1833881
0006059,C1855239
0006060,C1862420
0006064,C1840089
0006067,C1835573
0006069,C1866703
0006070,C2677209
0006077,C1850048
0006086,C1850160
0006088,C1861357
0006089,C1856953
0006092,C1856742
0006094,C0574974
0006095,C1835101
0006097,C1856889
0006099,C4025092
0006101,C0221352
0006106,C1847191
0006107,C1861248
0006108,C4025091
0006109,C1862479
0006110,C1856912
0006112,C1969287
0006114,C1861872
0006118,C4021608
0006119,C1854749
0006121,C1860099
0006127,C4025090
0006129,C1844822
0006134,C1865035
0006135,C1862133
0006136,C1855003
0006140,C1855620
0006143,C1859481
0006144,C4025089
0006145,C1848597
0006146,C4025088
0006147,C1861310
0006149,C1850855
0006150,C1849152
0006152,C4021607
0006153,C2675549
0006155,C4025087
0006156,C0575904
0006157,C1865131
0006158,NA
0006159,C4021606
0006160,C4025086
0006161,C1856471
0006162,C1854913
0006163,C1859700
0006165,C1862157
0006166,C1859369
0006167,C4025085
0006169,C1833882
0006170,C1862097
0006172,C1834961
0006174,C1840419
0006175,C1834348
0006176,C1839285
0006179,C1862693
0006180,C1863317
0006184,C1857483
0006185,C1861350
0006187,C1861332
0006189,C1866000
0006190,C1861316
0006191,C1857539
0006192,C4025084
0006193,C4025083
0006200,C1862421
0006201,C1851811
0006202,C4025082
0006203,C1836772
0006205,C4025081
0006206,C4025080
0006207,C1844519
0006208,C1834980
0006209,C1867928
0006210,C1867927
0006213,C1862156
0006216,C1850336
0006217,C1857288
0006224,C4025078
0006226,C0409956
0006228,C1860179
0006230,C3805861
0006232,C1969288
0006233,C0409957
0006234,C1833735
0006236,C4025077
0006237,C1859115
0006239,C4021605
0006243,C2673396
0006247,C1859701
0006248,C1840088
0006251,C1862481
0006252,C1850158
0006253,C1860841
0006254,C0235971
0006256,C4025076
0006257,C4025075
0006261,C4021604
0006262,C4025074
0006263,C4025073
0006264,C4025072
0006265,C4025071
0006266,C0566694
0006267,C0566693
0006268,C1835882
0006270,C1970617
0006273,C1856162
0006274,C1856904
0006276,C1857945
0006277,C1851733
0006278,C0994638
0006279,C1969875
0006280,C0149521
0006282,C4025070
0006283,C4025069
0006285,C3665628
0006286,C1863008
0006288,C0266054
0006289,C1855000
0006290,C1866510
0006291,C1863009
0006292,C0012767
0006293,C4025068
0006297,C0011351
0006298,C1969572
0006302,C4025067
0006304,C0399545
0006308,C1855642
0006311,C4025065
0006313,C4021603
0006315,C1840235
0006316,C1845878
0006321,C1848904
0006323,C0266052
0006326,C4025064
0006329,C1848905
0006330,C4025063
0006332,C4025062
0006333,C4021602
0006334,C1855694
0006335,C0266050
0006336,C2678330
0006337,C4021601
0006338,C4025061
0006339,C4020818
0006342,C4025060
0006344,C4025059
0006346,C4025058
0006347,C1855694
0006349,C0457756
0006350,C4020817
0006352,C4025056
0006353,C4025055
0006355,C1840225
0006357,C1969738
0006358,C1833168
0006361,C1850658
0006362,C1854948
0006366,C1859524
0006367,C1970497
0006368,C1849327
0006369,C1836870
0006370,C4021600
0006371,C4025053
0006375,C4025052
0006376,C1856922
0006378,C4025051
0006379,C1856029
0006380,C0409355
0006381,C1844706
0006383,C1857137
0006384,C1857505
0006385,C0426901
0006386,C1969286
0006387,C1849309
0006389,C1839512
0006390,C1861937
0006391,C1848769
0006392,C1849307
0006394,C1861331
0006397,C1860156
0006398,C4021599
0006400,C1859462
0006402,C1840307
0006406,C1968611
0006407,C4025050
0006408,C4025049
0006409,C1855191
0006413,C2678328
0006414,C4021598
0006415,C1849276
0006417,C1864854
0006420,C1969396
0006423,C1846160
0006424,C4025048
0006426,C1968943
0006429,C1849016
0006431,C4025047
0006432,C1843983
0006433,C4025046
0006434,C1859477
0006436,NA
0006437,C1834392
0006438,C1843105
0006439,C2673394
0006440,C1844516
0006441,C1833878
0006442,C1859478
0006443,C1868578
0006446,C1849580
0006449,C1850145
0006450,C1857193
0006453,C1855758
0006454,C4021597
0006456,C4025045
0006459,C1851988
0006460,C1850854
0006461,C0149887
0006462,C1833326
0006463,C1833323
0006465,C1834345
0006466,C1837407
0006467,C1851313
0006470,C1859449
0006471,C4025044
0006473,C1850644
0006476,C4025043
0006477,C0341007
0006479,C4025042
0006480,C0232513
0006481,C4021596
0006482,C0040427
0006483,C1290508
0006485,C4020815
0006486,C4025041
0006487,C1855340
0006488,C0426863
0006489,C4025040
0006490,C4025039
0006491,C4025038
0006492,C1856732
0006493,C4025037
0006494,C4025036
0006495,C1865571
0006496,C4025035
0006498,C1868577
0006499,C4025034
0006500,C4021595
0006501,C2749463
0006502,C4025033
0006503,C4025032
0006504,NA
0006505,C4021593
0006507,C4025031
0006508,C4025030
0006509,C0340213
0006510,C0024117
0006511,C0023066
0006514,C4025028
0006515,C0206061
0006516,C0002390
0006517,C0034050
0006518,C0034091
0006519,C0007120
0006520,C1849570
0006521,C1855480
0006522,C4025027
0006524,C3806786
0006525,NA
0006527,C0264511
0006528,C0746102
0006529,C4025026
0006530,C0206062
0006531,C1856139
0006532,C0694550
0006533,C4025025
0006535,C3805919
0006536,C0600260
0006538,C2169795
0006539,C4025024
0006541,NA
0006543,C0600228
0006544,C4020814
0006548,C1857690
0006549,C4021592
0006552,C1397290
0006554,C0162557
0006555,C1849686
0006557,C0158683
0006558,C4025022
0006559,C1696466
0006560,C3672440
0006561,C1837257
0006562,C0042721
0006563,C1857519
0006564,C1835881
0006565,C4025021
0006566,C1859162
0006568,C1856285
0006571,C1861621
0006572,C1861901
0006573,C4025020
0006574,C0520557
0006575,C4025019
0006576,C1861790
0006577,C2004456
0006579,C0022353
0006580,C2677002
0006581,C4025018
0006582,C1850413
0006583,C4025017
0006584,C1861226
0006585,C0426806
0006587,C4025016
0006589,C1855196
0006590,C4021590
0006591,C4021589
0006593,C1861704
0006595,C1865362
0006596,C4025015
0006597,C0035232
0006598,C1850083
0006599,C1866729
0006600,C1968577
0006603,C1865833
0006606,C1861199
0006607,C1849049
0006608,C1844530
0006610,C1827524
0006611,C1856223
0006615,C1842695
0006619,C1859120
0006623,C4021588
0006625,C2986662
0006628,C1857074
0006631,C4025014
0006633,C1834384
0006634,C4025013
0006637,C1859121
0006638,C1844529
0006640,C0272567
0006641,C4025012
0006642,C1865241
0006643,C1859376
0006644,C1406921
0006645,C0575535
0006646,C1855608
0006647,C4025011
0006649,C4021587
0006650,C1834383
0006655,C1968999
0006657,C1834386
0006659,C1862491
0006660,C1857665
0006665,C4025010
0006668,C1859361
0006670,C4025009
0006671,C0030587
0006673,C4025008
0006677,C0235475
0006679,C4025007
0006681,C4025006
0006682,C0151636
0006683,C4025005
0006684,C4025004
0006685,C0553980
0006687,C4025003
0006688,C0039236
0006689,C0014121
0006690,C1096561
0006691,C4025002
0006692,C4025001
0006693,C4025000
0006694,C4024999
0006695,C0014116
0006696,C4024998
0006698,C0392464
0006699,C0033036
0006702,C1852540
0006703,C4024996
0006704,C0158623
0006705,C4024995
0006706,C0158683
0006707,C4024994
0006709,C3150086
0006710,C4024993
0006711,C4024992
0006712,C1847363
0006713,C4024991
0006714,C4024990
0006715,C1866555
0006716,C4024989
0006717,C3489398
0006719,C0497538
0006721,C0023449
0006722,C1868072
0006723,C4024988
0006725,C0281361
0006727,C1961099
0006729,C4024987
0006731,C0206682
0006732,C1336840
0006733,C0023467
0006735,C0346253
0006737,C1257877
0006739,C0553723
0006740,C0279680
0006742,C4024986
0006743,C0206656
0006744,C0206686
0006747,C0206718
0006748,C0031511
0006749,C0685938
0006751,C4024985
0006753,C0038356
0006755,C0346067
0006756,C4024984
0006758,C1834728
0006762,C4024983
0006763,C4024982
0006765,C0008479
0006766,C1306837
0006767,C0033375
0006768,C4024981
0006769,C1834421
0006770,C0279702
0006771,C0278804
0006772,C0241961
0006773,C4024980
0006774,C4024979
0006775,C0026764
0006778,C3804991
0006779,C0206655
0006780,C0687150
0006781,C1336750
0006782,C1851585
0006783,C1848389
0006784,C2749161
0006785,C0686353
0006789,C1852373
0006790,C1857934
0006794,C1846133
0006799,C1837251
0006801,C1846176
0006802,C0154681
0006803,C4024978
0006808,C2677328
0006812,C1836525
0006813,C1846620
0006817,C1855676
0006818,C0431375
0006821,C1847356
0006824,C0151311
0006825,C1865416
0006827,C1389102
0006829,C1839630
0006830,NA
0006834,C1836829
0006837,C1840475
0006844,C0558844
0006846,C1306587
0006849,C1850348
0006850,C1843507
0006851,C1834236
0006852,C4024976
0006855,C0742028
0006858,C4021585
0006859,C4024975
0006863,C1851085
0006865,C4024974
0006866,C4024973
0006870,C0431362
0006872,C1855330
0006873,C4024972
0006877,NA
0006879,C1853766
0006880,C1332900
0006881,C4024971
0006882,C3278123
0006886,C1853767
0006887,C1846149
0006888,C0266456
0006889,C0006009
0006891,C4024970
0006892,C4021584
0006893,C4024969
0006894,C1859231
0006895,C1845245
0006896,C0424082
0006897,C0271355
0006899,C1866131
0006901,C4024968
0006903,C4024967
0006904,C1856604
0006906,C4024966
0006913,C4024965
0006915,C1859200
0006916,C1832339
0006918,C0007795
0006919,C4024963
0006921,C4024962
0006926,C4024961
0006927,C4024960
0006929,C0149877
0006930,C4024959
0006931,C1333160
0006932,C4024958
0006934,C0700501
0006937,C4021583
0006938,C1854372
0006943,C1858857
0006944,C1837520
0006946,C0746495
0006949,C1848695
0006951,C1845370
0006955,C1859341
0006956,C1856409
0006957,C1849097
0006958,C0522216
0006959,C4024957
0006960,C1863184
0006961,C1855568
0006962,C1837016
0006964,C1859863
0006965,C1855020
0006970,C0023529
0006976,C1396481
0006977,C4024956
0006978,C3278204
0006979,C1833362
0006980,C1855010
0006983,C4024955
0006984,C1836527
0006986,C1273957
0006988,C0431363
0006989,C0431369
0006990,C4024954
0006992,C1850961
0006994,C1868514
0006999,C1864114
0007000,C1847164
0007001,C1849146
0007002,C1854570
0007006,C4024953
0007007,C4024952
0007009,C3277687
0007010,C1867864
0007011,C0271375
0007015,C1867863
0007016,C1844007
0007017,C3277688
0007018,C1263846
0007020,C1855483
0007021,C0344307
0007023,C1837247
0007024,C0033790
0007027,C4024951
0007029,C2713497
0007030,C4024950
0007033,C3278322
0007034,C4024949
0007035,C4024948
0007036,C1856655
0007039,C4024947
0007041,C0393441
0007042,C4024946
0007045,C1855487
0007047,C1857788
0007048,C1859470
0007052,C1833434
0007054,C1836012
0007057,C1845864
0007058,C4024945
0007063,C1857787
0007064,C1843793
0007065,C1845369
0007066,C1861460
0007067,C4021582
0007068,C1855350
0007069,C4024944
0007074,C1835194
0007076,C1852470
0007078,C4024943
0007081,C4024942
0007082,C4024941
0007083,C0240116
0007086,C1866986
0007087,NA
0007089,C1862359
0007095,C3279674
0007096,C1856654
0007097,C4024940
0007098,C1851936
0007099,C0750929
0007100,C1865119
0007103,C4020908
0007104,C4024939
0007105,C1856408
0007107,C4024938
0007108,C0270922
0007109,C1839858
0007110,C3805839
0007111,C4024937
0007112,C4024936
0007115,C0271330
0007117,C1838868
0007123,C4024935
0007126,C1850794
0007129,C4024934
0007131,C4024933
0007132,C0393577
0007133,C1859178
0007141,C1112256
0007146,C4024932
0007149,C4021581
0007153,C2748610
0007156,C4024931
0007158,C4021580
0007159,C1851959
0007162,C4024930
0007163,NA
0007164,C4024929
0007165,C1849173
0007166,C0752210
0007178,C0235025
0007179,C4024928
0007181,C1846829
0007182,C4024927
0007183,C1865351
0007185,C0041657
0007187,C1855230
0007188,C0853240
0007190,C1849485
0007193,C1847165
0007199,C0747251
0007200,C4024925
0007201,C4024924
0007204,C4024923
0007206,C0431391
0007207,C1846131
0007208,C4024922
0007209,C0015469
0007210,C4024921
0007215,C0238357
0007220,C1969462
0007221,C1849143
0007227,C0266483
0007229,C1837246
0007230,C4024920
0007232,C4024919
0007233,C1843169
0007236,C4024918
0007238,C4021579
0007239,C4024917
0007240,C1843885
0007249,C4024916
0007250,C4024915
0007256,C0234132
0007258,C1856001
0007260,C0431376
0007262,C4024914
0007263,C0087012
0007265,C4024913
0007266,C1854885
0007267,C4021578
0007268,C0431349
0007269,C0026847
0007270,C0595948
0007271,C4024912
0007272,C1856565
0007274,C1845604
0007277,C2673351
0007280,C4024911
0007281,C1848980
0007285,C1849260
0007286,C4024910
0007289,C1854657
0007291,C1857353
0007293,C1867776
0007295,C4024909
0007299,C1832671
0007301,C4021845
0007302,C0005586
0007305,C0338474
0007307,C4024908
0007308,C1848528
0007311,C3805715
0007313,C0154671
0007314,NA
0007316,NA
0007321,C1856979
0007325,C1848954
0007326,C1860216
0007327,C4024907
0007328,C1837522
0007330,C0431289
0007332,C4024906
0007333,C1849172
0007334,C0877017
0007335,C1850719
0007338,C0423083
0007340,C0427068
0007341,C1858855
0007343,C1863392
0007344,C1843858
0007346,C1851430
0007348,C1850871
0007350,C1843175
0007351,C1867138
0007352,C1851431
0007354,C0002736
0007359,C0751495
0007360,C3279222
0007361,C4024905
0007362,C4024904
0007363,C4024903
0007364,C4024902
0007365,C4024901
0007366,C4024900
0007367,C4024899
0007369,C4024898
0007370,C1861866
0007371,C0431370
0007372,C4024897
0007373,C4024896
0007374,C4024895
0007375,C4024894
0007376,C4024893
0007377,C4021577
0007378,C0017185
0007379,C0042065
0007380,C0858684
0007381,C4024892
0007383,C2673597
0007384,C1969516
0007385,C1855698
0007387,C1832455
0007390,C4024891
0007392,C4024890
0007394,C1848771
0007395,C4021576
0007396,C4024889
0007397,C1867003
0007398,C4024888
0007400,C1860236
0007401,C1288283
0007402,C4024886
0007403,C1867617
0007404,C1833030
0007406,C0155211
0007407,C1837467
0007408,C2748501
0007409,NA
0007410,C1274743
0007411,C1844617
0007412,C4024885
0007413,C1848850
0007414,C4024884
0007417,C0024138
0007418,C0263504
0007420,C1697453
0007421,C3554587
0007425,C4024883
0007427,C3279575
0007428,C4024882
0007429,C4024881
0007430,C1850534
0007431,C0079583
0007432,C2749995
0007434,C1847884
0007435,C0022584
0007436,C4024880
0007437,C1708350
0007438,C1851551
0007439,C4024879
0007440,C4024878
0007441,C4024877
0007443,C0080024
0007446,C4024876
0007447,C4021575
0007448,C1835253
0007449,C1851705
0007450,C4024875
0007451,C4024874
0007452,C1849377
0007453,C4024873
0007455,C1852150
0007456,C4024872
0007457,C4024871
0007458,C4024870
0007459,C4024869
0007460,C1852289
0007461,C1384590
0007462,C0423178
0007464,C2017869
0007465,C1866032
0007466,C1859339
0007468,C4024867
0007469,C1851797
0007470,C3806306
0007471,C4024866
0007473,C1868496
0007475,C0079153
0007476,C1706004
0007477,C0432333
0007479,C0079154
0007480,C1868527
0007481,C0746889
0007482,C4024865
0007483,C4024864
0007485,C0241267
0007486,C1332863
0007488,C4024863
0007489,C1265776
0007490,C1866031
0007494,C1851552
0007495,C1857656
0007497,C1835654
0007499,C4024862
0007500,C4021574
0007501,C4024861
0007502,C0334013
0007503,C3552528
0007504,C4024860
0007505,C4024859
0007506,C4024858
0007508,C4024857
0007509,C4021573
0007510,C1834069
0007511,C3151964
0007513,C1849923
0007514,C2732374
0007515,C1832454
0007516,C4024856
0007517,C1856714
0007519,NA
0007521,C4024854
0007522,C4024853
0007524,C0220695
0007525,C1850533
0007526,C4024852
0007529,C0162361
0007530,C4024851
0007534,C4024850
0007535,C1866244
0007536,C4024849
0007537,C1849186
0007541,C1850970
0007542,C4024848
0007543,C1848773
0007544,C0080024
0007545,C1855633
0007546,C3278658
0007548,C1843294
0007549,C1842714
0007550,C4021831
0007552,C1859347
0007553,C1855459
0007554,C4024847
0007556,C1856954
0007559,C1721006
0007560,C4024846
0007561,C1868184
0007565,C1861975
0007566,C4024845
0007569,C4024844
0007570,C0263420
0007572,C1866245
0007573,C4024843
0007574,C2939074
0007576,C4024841
0007581,C4024840
0007583,C0263402
0007585,C1851562
0007586,C4024839
0007587,C1968565
0007588,C1851972
0007589,C1863496
0007590,C1863495
0007592,C1844618
0007595,C1835587
0007596,C4024838
0007597,C4024837
0007598,C1862095
0007599,C4024836
0007601,C1840310
0007602,C4024835
0007603,C1859923
0007605,C4021572
0007606,C4024834
0007607,C0162359
0007608,C4024833
0007609,C4024832
0007610,C4024831
0007613,C4024830
0007616,C0860468
0007617,C4024828
0007618,C0263625
0007620,C0346064
0007621,C4024827
0007623,C4024826
0007626,C1290708
0007627,C0399570
0007628,C0399572
0007633,C1843496
0007634,C1852242
0007641,C0858618
0007642,C0339535
0007643,C4024825
0007646,C4024824
0007647,C4024823
0007648,C0271165
0007649,C0339555
0007650,C2062713
0007651,C0521736
0007654,NA
0007655,C1835801
0007656,C4024822
0007657,C4024821
0007658,C4024820
0007659,NA
0007661,C4024819
0007663,C0234632
0007665,C2673670
0007667,C1839362
0007668,C1969722
0007670,C4021571
0007675,C4024818
0007676,C0344539
0007677,C0339510
0007678,C0238300
0007680,C4024816
0007685,C1851406
0007686,C0917967
0007687,C1866806
0007688,C4021570
0007690,C0271285
0007691,NA
0007692,NA
0007695,C1970591
0007697,C4024814
0007698,NA
0007700,C0266525
0007702,NA
0007703,C1720508
0007704,C1847515
0007705,C0155118
0007707,C1853230
0007708,C4024812
0007709,C0155120
0007710,C4024811
0007712,NA
0007713,NA
0007715,C1859436
0007716,C0220633
0007717,C4024810
0007720,C0344529
0007721,C3277464
0007722,C1840457
0007727,C1849198
0007728,C1303009
0007730,C0154920
0007731,C4024809
0007732,C1863200
0007733,C1846266
0007734,C1867030
0007736,NA
0007737,C1836926
0007738,C1854686
0007739,NA
0007740,C1850640
0007744,NA
0007747,C4024807
0007748,NA
0007750,C2673946
0007754,C0730292
0007755,C0339277
0007756,NA
0007757,NA
0007758,NA
0007759,C0423250
0007760,C0271287
0007761,C1321308
0007763,C0154835
0007765,C0423280
0007766,C1298695
0007768,C4021569
0007769,C1320640
0007770,C1854685
0007772,C1837458
0007773,C1850109
0007774,C1836890
0007776,C1835148
0007777,C0008512
0007778,C4024803
0007779,C1853234
0007780,C4021568
0007782,NA
0007783,NA
0007786,NA
0007787,C0858617
0007791,C4024800
0007792,C1843892
0007793,C4024799
0007795,C1857308
0007797,C1861791
0007798,NA
0007799,C1968901
0007800,C1835117
0007801,NA
0007802,C0018179
0007803,C0152200
0007807,C0271344
0007808,NA
0007809,C4024796
0007810,NA
0007811,C1866180
0007812,C4020911
0007813,C4024795
0007814,C1857644
0007815,C3277463
0007817,C4024794
0007818,C4021567
0007819,C0154971
0007820,C1863201
0007822,C4024793
0007824,C0155338
0007825,NA
0007827,C4024792
0007829,NA
0007830,C4024790
0007831,C4024789
0007832,C1859882
0007833,C4024788
0007834,C4021566
0007835,C4024787
0007836,C4024786
0007838,C1834015
0007840,C4024785
0007841,C4024784
0007843,C3278975
0007850,C0035320
0007851,NA
0007852,NA
0007854,C1299694
0007856,C4021565
0007858,C1844751
0007859,C1866180
0007862,C1867289
0007866,C0281967
0007867,C4024781
0007868,NA
0007869,NA
0007872,C0346390
0007873,C1862376
0007874,C4024780
0007875,C0005754
0007876,NA
0007879,C0009766
0007880,C4024779
0007881,C4024778
0007885,C1856477
0007886,C1408781
0007889,C1864573
0007892,C4021564
0007893,NA
0007894,C0151891
0007898,C0154832
0007899,C4021563
0007900,C1968574
0007901,NA
0007902,C0042909
0007903,C4072868
